id,x_minimo,x_maximo,y_minimo,y_maximo,peso_da_placa,area_pixels,perimetro_x,perimetro_y,soma_da_luminosidade,maximo_da_luminosidade,comprimento_do_transportador,tipo_do_aço_A300,tipo_do_aço_A400,espessura_da_chapa_de_aço,temperatura,index_de_bordas,index_vazio,index_quadrado,index_externo_x,indice_de_bordas_x,indice_de_bordas_y,indice_de_variacao_x,indice_de_variacao_y,indice_global_externo,log_das_areas,log_indice_x,log_indice_y,indice_de_orientaçao,indice_de_luminosidade,sigmoide_das_areas,minimo_da_luminosidade,falha_1,falha_2,falha_3,falha_4,falha_5,falha_6,falha_outros
851,-11,426.0,2727673,2727684,100,71,13,11,7264.0,118.0,1623,sim,Não,100.0,82.00425326988994,0.5089,0.5035,0.8461,0.008,1.0,1.0,-0.02857745128847214,0.035152043442370356,0.0,1.8513,1.1139,1.0414,-0.1539,-0.2007,0.257,84,False,False,False,False,não,False,Sim
852,916,1142.0,-20,810291,100,1753,249,132,202897.0,135.0,-214,Não,sim,40.0,89.28744476577505,0.3181,0.9275,0.4735,0.1664,0.9076,0.8106,-0.1912161381919553,-0.1912161381919553,0.0,3.2438,2.3541,2.0294,-0.5265,-0.0958,1.0,101,False,False,False,False,Não,False,Sim
853,41,213.0,-20,2119881,100,6025,-229,147,624180.0,124.0,1360,Não,Sim,40.0,90.12661128700114,0.0603,0.4063,0.343,0.1265,0.6078,0.4014,0.35670495933226554,1.3567049593322655,0.0,3.78,2.2355,1.7708,-0.657,-0.1906,1.0,39,False,False,True,False,Não,False,Não
854,16,-186.0,240377,240390,100,71,12,13,6820.0,110.0,1356,sim,Não,70.0,88.33629593040419,0.0236,0.3173,0.6154,0.0059,0.6667,1.0,0.09304050554522955,0.2137095525845515,1.0,1.8513,0.9031,1.1139,0.3846,-0.2496,0.2105,86,False,1,False,False,não,False,Não
855,1641,1664.0,769086,-166,100,186,35,18,19132.0,125.0,1694,Sim,não,80.0,83.40461256979593,0.0354,0.4224,0.6087,0.0136,0.6571,0.7778,-0.17122388812484288,-0.17122388812484288,0.0,2.2695,1.3617,1.1461,-0.3913,-0.1964,0.5329,87,False,False,False,False,Não,True,Não
856,0,10.0,1701480,1701528,100,210,36,-194,17413.0,100.0,1333,não,sim,40.0,81.27720373739379,0.0,0.5625,0.2083,0.0075,0.2778,1.0,-0.2497066719312686,-0.2497066719312686,1.0,2.3222,1.0,1.6812,0.7917,,0.7659,73,True,False,False,False,Não,False,Não
857,79,217.0,7307739,7307792,100,4417,176,-194,477354.0,127.0,1358,Não,Sim,40.0,89.07975255619586,0.1164,0.3961,0.3841,0.1016,0.7841,0.5955,0.14142466691592123,1.1414246669159211,0.0,3.6451,2.1399,1.7243,-0.6159,-0.1557,1.0,68,False,False,True,False,não,False,Não
858,320,333.0,4383724,4383776,100,437,36,52,44883.0,132.0,1364,Não,Sim,40.0,83.40613663631447,0.4692,0.3535,0.25,0.0095,0.3611,1.0,-0.16566691328429137,-0.16566691328429137,1.0,2.6405,1.1139,1.716,0.75,-0.1976,0.9236,63,True,False,False,False,Não,False,Não
859,7434,1050.0,949856,949874,100,209,-229,37,28592.0,151.0,1370,sim,não,-154.0,83.72832405835356,0.4672,0.57,0.6667,0.0197,0.4355,0.4865,0.18987954532665322,0.18987954532665322,0.0,2.3201,1.4314,1.2553,-0.3333,0.0688,0.7729,121,False,False,False,False,Não,False,Sim
860,1069,,-20,2685564,100,181,38,25,17588.0,124.0,1362,Sim,Não,80.0,80.34376479661232,0.3965,0.5371,0.7391,0.0169,0.6053,0.68,0.06087690625538991,0.06087690625538991,0.0,2.2577,1.3617,1.2305,-0.2609,-0.2409,0.6438,82,False,False,False,False,Não,True,Não
861,1325,1336.0,4848223,4848269,100,376,-229,-194,37703.0,117.0,1387,Não,Sim,50.0,76.14895968637398,0.0735,0.2569,0.2391,0.0079,0.8461,0.9787,-0.45472323449916957,-0.45472323449916957,1.0,2.5752,1.0414,1.6628,0.7609,-0.2166,0.7955,91,False,False,False,False,Não,True,Não
862,28,36.0,3213793,3213815,100,124,-229,22,14618.0,141.0,1658,Sim,,100.0,66.500611171847,0.0338,0.2955,0.3636,0.0048,0.5,1.0,0.4642515603990185,0.4642515603990185,1.0,2.0934,0.9031,1.3424,0.6364,-0.079,0.3012,97,False,False,False,False,Não,False,Sim
863,1145,1157.0,2613103,2613123,100,168,15,20,19901.0,135.0,1362,não,Sim,40.0,68.22582532568683,0.301,0.3,0.6,0.0088,0.8,1.0,-0.3562943996108311,-0.4459966579466154,1.0,2.2253,1.0792,1.301,0.4,-0.0745,0.3977,105,False,False,False,False,Não,True,Não
864,90,131.0,-20,-166,100,571,58,43,62823.0,252.0,1692,Sim,não,80.0,76.16796765162161,0.1064,0.5904,0.8293,0.0242,0.7069,0.7907,0.03438180427314758,0.12758779999681358,0.0,2.7566,1.6128,1.5315,-0.1707,-0.1405,0.9993,73,False,False,False,False,não,True,Não
865,798,808.0,225718,225742,100,170,23,-194,21545.0,141.0,-214,não,Sim,40.0,78.79497069493739,0.8204,0.2917,0.4167,0.0073,0.4348,1.0,-0.11631046798079524,-0.11631046798079524,1.0,2.2304,1.0,1.3802,0.5833,,0.3977,118,False,False,False,False,Não,False,Sim
866,1398,1445.0,684296,684315,100,381,91,47,48528.0,143.0,1694,sim,Não,143.0,70.32310599205388,0.294,0.5734,0.4043,0.0277,0.5165,0.4043,0.08575961721747148,0.08575961721747148,0.0,2.5809,1.6721,1.2787,-0.5957,-0.0049,0.9809,1026,False,False,False,False,Não,False,Sim
867,1389,188.0,2194041,2194206,100,9927,-229,418,1133850.0,140.0,1402,não,Sim,-154.0,69.57597730653916,0.0585,0.5907,0.8909,0.1049,0.2352,0.3947,0.10033703699610749,1.1003370369961074,1.0,3.9968,2.1673,2.2175,0.1091,-0.1077,1.0,39,False,False,True,False,Não,False,Não
868,1190,1201.0,9007,9033,100,180,-229,27,17505.0,111.0,1362,não,Sim,175.0,76.35391728102246,0.2364,0.3706,0.4231,0.0081,0.4583,0.963,1.1975632818018491,0.19756328180184912,1.0,2.2553,1.0414,1.415,0.5769,-0.2402,0.4729,87,False,True,False,False,não,False,Não
869,909,918.0,340224,340244,100,121,12,20,14047.0,134.0,1356,não,Sim,40.0,89.02058246792704,0.646,0.3278,0.45,0.0066,0.75,1.0,0.6030613616299049,0.6030613616299049,1.0,2.0828,0.9542,1.301,0.55,-0.093,0.3068,97,False,False,False,False,Não,True,Não
870,1281,1302.0,4332564,4332815,100,3214,-229,253,368381.0,140.0,1373,Não,Sim,40.0,58.79877803708425,0.1034,0.3902,0.0837,0.0153,0.2283,0.9921,-0.05308416824821482,-0.05308416824821482,1.0,3.5071,1.3222,2.3997,0.9163,-0.1045,1.0,33,True,False,False,False,Não,False,Não
871,6611,1084.0,3373856,3373874,100,168,44,26,16835.0,125.0,1364,sim,Não,-154.0,70.6167079596325,0.4106,0.6543,0.6667,0.0198,0.6136,0.6923,-0.6240987455127389,-0.8391826494452388,0.0,2.2253,1.4314,1.2553,-0.3333,-0.2171,0.7729,86,False,False,False,False,Não,True,Não
872,1603,-186.0,1995544,1995586,100,308,25,42,22991.0,94.0,1656,Sim,Não,,81.61595318731725,0.0519,0.2667,0.2381,0.006,0.4,1.0,-0.41379576840435817,-0.41379576840435817,1.0,2.4885,1.0,1.6233,0.7619,-0.4168,0.6868,55,False,False,False,False,não,False,Sim
873,900,-186.0,665052,665079,100,269,49,33,31538.0,127.0,1364,não,S,50.0,92.86691849783615,0.6305,0.707,0.7941,0.0249,0.6939,0.8182,-0.2192790119825757,-0.2192790119825757,0.0,2.4297,1.5315,1.4314,-0.2059,-0.084,0.9838,109,False,False,False,False,Não,False,Sim
874,1250,1262.0,3294606,3294616,100,65,14,10,7394.0,127.0,1690,Sim,Não,60.0,101.60831028315158,0.5065,0.4583,0.8333,0.0071,0.8571,1.0,0.3797281687726123,0.6346197239145186,0.0,1.8129,1.0792,1.0,-0.1667,-0.1113,0.2288,103,False,False,False,0,não,True,Não
875,-11,106.0,190885,190920,100,205,33,36,22913.0,125.0,1354,Sim,Não,70.0,76.57817642052123,0.1389,0.5119,0.3429,0.0089,0.3636,0.9722,0.3969095657218343,0.6598451718887113,1.0,2.3117,1.0792,1.5441,0.6571,-0.1268,0.6868,98,False,True,False,False,Não,False,Não
876,505,522.0,1998060,1998064,100,29,18,6,3489.0,126.0,1358,0,Sim,50.0,76.4322893646209,0.7437,0.5735,0.2353,0.0125,0.9444,0.6667,-0.15528338971085143,-0.15528338971085143,0.0,1.4624,1.2305,0.6021,-0.7647,-0.0601,0.1734,116,False,False,False,False,Não,False,Sim
877,778,800.0,5294011,534079,100,104,31,17,10675.0,124.0,1368,sim,não,80.0,78.62303791302706,0.8304,0.6061,0.5454,0.0161,0.7097,0.7059,0.06713638549166955,0.06713638549166955,0.0,2.017,1.3424,1.0792,-0.4545,-0.1981,0.4366,89,False,False,False,False,Não,True,Não
878,6,15.0,966898,966930,100,-206,25,32,21321.0,,-214,Sim,não,70.0,82.27110495524231,0.0088,0.3889,0.2813,0.0066,0.36,1.0,-0.004926868821825622,-0.004926868821825622,1.0,2.2455,0.9542,1.5051,0.7188,-0.0536,0.4763,104,False,False,False,False,não,True,Não
879,561,571.0,2993150,2993160,100,75,13,10,8457.0,135.0,1692,sim,não,60.0,79.55099870556622,0.6631,0.25,1.0,0.0059,0.7692,1.0,0.3565179820344252,0.3565179820344252,0.5,1.8751,1.0,1.0,0.0,-0.1191,0.2061,93,False,False,False,False,não,True,Não
880,41,393.0,1924169,1924363,100,10429,578,382,1196792.0,141.0,1402,não,sim,40.0,81.16555286283725,0.0585,0.8473,0.5511,0.2511,0.609,0.5078,0.7580797277620864,1.7580797277620865,0.0,4.0182,2.5465,2.2878,-0.4489,-0.1035,1.0,33,False,False,True,False,não,False,Não
881,1633,1656.0,2987424,2987515,100,1125,83,92,100842.0,111.0,1692,1,não,70.0,66.6364307672931,0.0426,0.4625,0.2528,0.0136,0.2771,0.9891,-0.15926063187609618,-0.15926063187609618,1.0,3.0512,1.3617,1.959,0.7473,-0.2997,1.0,76,False,False,False,False,Não,True,Não
882,228,253.0,3458746,3458793,100,561,57,50,60112.0,124.0,1362,não,sim,40.0,63.38008298541667,0.3348,0.5225,0.5319,0.0184,0.4386,0.94,-0.14683183275546663,-0.14683183275546663,1.0,2.749,1.3979,1.6721,0.4681,-0.1629,0.997,1225,False,False,False,False,não,True,Não
883,93,103.0,4630871,4630888,100,108,17,17,12886.0,135.0,1648,Sim,não,80.0,87.15310200056393,0.1129,0.3647,0.5882,0.0061,0.5882,1.0,0.31324826312072157,0.31324826312072157,1.0,2.0334,1.0,1.2305,0.4118,-0.0679,0.2928,102,False,False,False,False,Não,True,Não
884,98,166.0,775041,775118,100,2148,-229,164,266914.0,135.0,1358,Não,Sim,40.0,78.0721849952492,0.1443,0.5898,0.8831,0.0501,0.2528,0.4695,0.1730286731288959,0.33114688121947045,1.0,3.332,1.8325,1.8865,0.1169,,1.0,869,False,False,True,False,não,False,Não
885,1209,1218.0,1351649,1351652,100,14,10,4,1808.0,136.0,1356,Não,sim,50.0,88.33510273284581,0.2035,0.4815,0.3333,0.0066,0.9,0.75,0.55401219772081,0.55401219772081,0.0,1.1461,0.9542,0.4771,-0.6667,0.0089,0.1376,122,False,False,False,S,Não,False,Não
886,-11,211.0,-20,-166,100,6249,-229,137,649801.0,124.0,1358,não,1,40.0,82.23775977143481,0.0574,0.4657,0.3954,0.1267,0.654,0.4963,0.17517845559778916,1.175178455597789,0.0,3.7958,2.2355,1.8325,-0.6047,-0.1876,1.0,39,False,False,True,False,Não,False,Não
887,107,120.0,1159125,1159132,100,54,18,7,6135.0,124.0,1354,Sim,Não,70.0,65.66954778897197,0.1581,0.4066,0.5385,0.0096,0.7222,1.0,0.8922123727638821,-0.10778762723611786,0.0,1.7324,1.1139,0.8451,-0.4615,-0.1124,0.1965,939,False,True,False,0,Não,False,Não
888,230,332.0,119716,-166,100,5665,405,216,499944.0,118.0,1666,Não,Sim,40.0,95.53223062876087,0.2761,0.4951,0.9273,0.0612,0.2519,0.5093,0.17719644920769279,1.1771964492076927,1.0,3.7532,2.0086,2.0414,0.0727,-0.3105,1.0,36,False,False,True,False,Não,False,Não
889,-11,153.0,197701,197718,100,240,47,18,30130.0,140.0,1360,Não,sim,-154.0,80.31357508460849,0.1912,0.3862,0.7391,0.0169,0.4894,0.9444,0.3326110741748723,0.3326110741748723,,2.3802,1.3617,1.2305,-0.2609,-0.0192,0.6438,118,False,False,False,False,Não,False,Sim
890,0,27.0,1359864,1359867,100,63,28,7,7045.0,156.0,1690,Sim,não,70.0,72.52752307991845,0.0,0.2222,0.1111,0.016,0.9643,0.4286,0.2461446543592092,0.2461446543592092,0.0,1.7993,1.4314,0.4771,-0.8889,-0.1264,0.1862,80,False,False,False,False,Não,False,Sim
891,195,225.0,921071,921130,100,790,103,-194,104560.0,149.0,1692,Sim,não,80.0,74.65799182897649,0.2305,0.5537,0.5085,0.0177,0.2913,0.7108,0.15218220933218932,0.15218220933218932,1.0,2.8976,1.4771,1.7708,0.4915,0.034,0.9999,119,False,False,False,False,não,True,Não
892,-11,465.0,1087496,1087506,100,60,9,10,6750.0,134.0,1364,Sim,Não,70.0,67.88652424885805,0.6701,0.25,0.8,0.0059,0.8889,1.0,0.32000240687674614,0.32000240687674614,1.0,1.7781,0.9031,1.0,0.2,-0.1211,0.1852,92,False,False,False,False,não,False,Sim
893,779,923.0,4662945,4662964,100,981,187,105,111196.0,134.0,1360,Sim,não,100.0,83.32709199923286,0.6427,0.6414,0.1319,0.1059,0.77,0.181,0.3507886771337018,0.3507886771337018,0.0,2.9917,2.1584,1.2787,-0.8681,-0.1145,1.0,97,False,False,False,False,Não,False,Sim
894,0,14.0,1007200,-166,100,996,45,120,78978.0,106.0,1687,Sim,Não,80.0,78.88814931448894,0.0,0.4022,0.1177,0.0083,0.3111,0.9917,0.4146476973112581,0.4146476973112581,1.0,2.9983,1.1461,2.0756,0.8824,-0.3805,0.9999,59,False,False,False,False,Não,False,Sim
895,541,556.0,1540628,1540636,100,-206,17,8,9571.0,133.0,1690,sim,não,60.0,100.18619052818852,0.6402,0.3,0.5333,0.0089,0.8824,1.0,0.533045204072981,0.859717305267008,0.0,1.9243,1.1761,0.9031,-0.4667,-0.1098,0.2288,99,False,False,False,False,Não,True,Não
896,1065,1083.0,3029617,3029632,100,155,-229,17,14896.0,126.0,1364,Sim,,80.0,85.19937955169554,0.412,0.4259,0.8333,0.0132,0.6667,0.8824,-0.0501354240950563,-0.0501354240950563,0.0,2.1903,1.2553,1.1761,-0.1667,-0.2492,0.4465,83,False,False,False,False,Não,True,Não
897,5840,-186.0,15184,15196,100,84,11,12,10694.0,150.0,1696,sim,Não,-154.0,99.5803741279417,0.9835,0.2222,0.75,0.0053,0.8182,1.0,0.04401410592999685,0.04401410592999685,1.0,1.9243,0.9542,1.0792,0.25,-0.0054,0.215,102,False,False,False,False,não,True,Não
898,1155,1167.0,2124816,2124840,100,165,22,26,18742.0,134.0,1626,Não,sim,125.0,70.38741457570453,0.5646,0.4271,0.5,0.0074,0.5454,0.9231,0.361952689952507,0.361952689952507,1.0,2.2175,1.0792,1.3802,0.5,-0.1126,0.4763,87,True,False,False,nao,Não,False,Não
899,15,149.0,17218226,2278909,100,37334,908,903,3918209.0,134.0,1387,Não,Sim,40.0,76.69192295022773,0.0216,0.3238,0.3252,0.0966,0.1476,0.4563,-0.24508070129617082,-0.24508070129617082,1.0,4.5721,2.1271,2.6149,0.6748,-0.1801,1.0,19,False,False,False,False,não,False,Sim
900,39,194.0,498190,498252,100,-206,211,-194,612067.0,126.0,1358,não,sim,40.0,88.90113400456404,0.0574,0.3884,0.4,0.1141,0.7346,0.5636,0.14752898659688352,0.29370865556922,0.0,3.7692,2.1903,1.7924,-0.6,-0.1864,1.0,47,False,False,True,False,não,False,Não
901,1272,1286.0,290640,-166,100,125,15,12,12560.0,125.0,1688,sim,Não,70.0,85.8890947059568,0.4763,0.256,0.8571,0.0083,0.9333,1.0,-0.1180016436982082,-0.1180016436982082,0.0,2.0969,1.1461,1.0792,-0.1429,-0.215,0.2901,61,False,False,False,False,Não,True,Não
902,1031,1045.0,-20,621530,100,115,-229,12,11562.0,127.0,1688,Sim,Não,70.0,79.84371642649464,0.7618,0.3155,0.8571,0.0083,0.9333,1.0,0.3061122354158249,0.5265380060861344,0.0,2.0607,1.1461,1.0792,-0.1429,-0.2145,0.2901,68,False,False,False,False,não,True,Não
903,383,396.0,133188,133203,100,-206,19,15,13938.0,135.0,1688,Sim,Não,60.0,69.23521253628677,0.4538,0.3487,0.8667,0.0077,0.6842,1.0,0.3835355587821896,0.3835355587821896,1.0,2.1038,1.1139,1.1761,0.1333,-0.1426,0.3285,1170,False,False,False,False,Não,True,Não
904,438,447.0,-20,3579140,100,68,11,10,7579.0,132.0,1688,Sim,Não,60.0,58.21724887625962,0.519,0.2444,0.9,0.0053,0.8182,1.0,0.057329720405971,0.057329720405971,1.0,1.8325,0.9542,1.0,0.1,-0.1293,0.1954,94,False,False,False,False,não,True,Não
905,869,877.0,899390,899399,100,52,-229,9,5483.0,119.0,1626,Sim,Não,70.0,77.80068296198561,0.9213,0.2778,0.8889,0.0049,0.8889,1.0,0.1993312294005402,0.3697638671828082,1.0,1.716,0.9031,0.9542,0.1111,-0.1762,0.1773,91,False,False,False,False,Não,True,Não
906,610,-186.0,529042,529057,100,172,15,16,19997.0,127.0,1387,não,sim,40.0,78.22772538628747,0.8796,0.2356,1.0,0.0108,1.0,0.9375,0.0974568749263637,0.22019359438789635,0.5,2.2355,1.1761,1.1761,0.0,-0.0917,0.374,101,False,False,False,False,Não,False,Sim
907,354,467.0,903537,903631,100,6019,211,119,541426.0,125.0,1364,sim,Não,70.0,81.28047798600592,0.5191,0.4333,0.8319,0.0828,0.5355,0.7899,0.2238760698081662,0.2238760698081662,0.0,3.7795,2.0531,1.9731,-0.1681,-0.2972,1.0,989,False,False,False,False,Não,False,Sim
908,1170,1182.0,573216,61074,100,126,12,14,14727.0,,-214,Não,sim,185.0,65.54386234096373,0.2528,0.25,0.8571,0.0089,1.0,1.0,0.19364525434232263,0.19364525434232263,1.0,2.1004,1.0792,1.1461,0.1429,-0.0869,0.2901,103,False,False,False,False,Não,False,Sim
909,-11,444.0,11840458,1587191,100,176,21,19,19565.0,135.0,1353,Sim,não,50.0,71.20714201135354,0.6371,0.2874,0.6842,0.0096,0.6191,1.0,0.648976416991638,0.648976416991638,1.0,2.2455,1.1139,1.2787,0.3158,-0.1315,0.4089,86,False,False,False,0,Não,True,Não
910,138,151.0,-20,1733471,100,102,15,13,10855.0,118.0,1650,sim,Não,70.0,83.91856053791102,0.1673,0.3965,1.0,0.0079,0.8667,1.0,0.600500731672899,0.9587544154084215,0.5,2.0086,1.1139,1.1139,0.0,-0.1686,0.2914,95,False,False,False,False,Não,False,Sim
911,623,-186.0,2056310,2056391,100,492,59,83,55666.0,133.0,1364,Não,sim,100.0,85.85039955438121,0.9135,0.3251,0.1111,0.0066,0.1525,0.9759,0.06574509829918168,0.06574509829918168,1.0,2.692,0.9542,1.9085,0.8889,-0.1161,0.9451,101,False,False,False,False,Sim,False,Não
912,250,-186.0,-20,3630060,100,6114,320,197,633741.0,134.0,1666,Não,sim,40.0,82.00959950334337,0.3001,0.5601,0.9187,0.0738,0.3844,0.5736,0.07481510511322657,1.0748151051132266,0.0,3.7863,2.0899,2.0531,-0.0813,-0.1902,1.0,40,False,False,True,False,Não,False,Não
913,83,202.0,7655518,7655567,100,3455,157,86,373412.0,127.0,1360,não,Sim,40.0,76.53445126176848,0.1221,0.4075,0.4118,0.0875,0.758,0.5698,0.4732359839290423,1.4732359839290423,0.0,3.5385,2.0756,1.6902,-0.5882,-0.1556,1.0,67,False,False,True,False,não,False,Não
914,39,208.0,1402211,1402348,100,10904,617,334,1261668.0,141.0,1402,Não,sim,40.0,68.12935599378947,0.0556,0.529,0.8106,0.1205,0.2739,0.4102,-0.028588659716085627,0.9714113402839144,0.0,4.0376,2.2279,2.1367,-0.1893,-0.096,1.0,856,False,False,True,False,Não,False,Não
915,115,136.0,1622697,1622718,100,169,33,28,19591.0,127.0,1356,Sim,não,70.0,89.53891493765846,0.1696,0.6168,1.0,0.0155,0.6364,0.75,1.0837064577311017,0.08370645773110176,0.5,2.2279,1.3222,1.3222,0.0,-0.0944,0.7161,105,False,True,False,False,Não,False,Não
916,446,-186.0,200561,-166,100,30,8,6,3022.0,116.0,1692,Sim,Não,143.0,87.2697483083831,0.5272,0.2857,0.8571,0.0041,0.875,1.0,0.18236895291496175,0.18236895291496175,0.0,1.4771,0.8451,0.7782,-0.1429,-0.213,0.1499,80,True,False,False,False,Não,False,Não
917,1110,1118.0,2817680,2817695,100,77,11,-194,8602.0,125.0,1692,Sim,Não,70.0,74.25856928813458,0.6785,0.3583,0.5333,0.0047,0.7273,1.0,-0.12309525593952655,-0.10361746237293179,1.0,1.8865,0.9031,1.1761,0.4667,-0.1272,0.2288,98,False,False,False,False,Não,False,Sim
918,39,211.0,1292132,1292303,100,12012,607,362,1381722.0,141.0,1398,Não,sim,40.0,88.3321797803884,0.0558,0.5916,0.9942,0.123,0.2834,0.4724,-0.13393008436515846,0.8660699156348415,0.0,4.0796,2.2355,2.233,-0.0058,-0.1013,1.0,30,False,False,True,False,não,False,Não
919,0,436.0,407936,408170,100,24365,-229,680,2935414.0,143.0,1404,0,Sim,40.0,79.3092187838245,0.0,0.7612,0.5367,0.3105,0.4022,0.3441,0.05822699786949227,1.0582269978694923,0.0,4.3868,2.6395,2.3692,-0.4633,-0.0588,1.0,22,False,False,True,False,não,False,Não
920,166,174.0,303149,303167,100,82,22,21,9467.0,127.0,1358,sim,Não,70.0,73.17677432086832,0.2445,0.4306,0.4444,0.0059,0.3636,0.8571,1.3220895249579316,0.3220895249579316,1.0,1.9138,0.9031,1.2553,0.5556,-0.098,0.2583,105,False,True,False,False,Não,False,Não
921,976,985.0,733668,733675,100,45,10,7,4664.0,126.0,-214,Sim,não,100.0,89.26726631461639,0.8371,0.2857,0.7778,0.0053,0.9,1.0,-0.14212756133354995,-0.13156038406694592,0.0,1.6532,0.9542,0.8451,-0.2222,-0.1903,0.1687,86,False,False,False,False,Não,True,Não
922,56,-186.0,-20,173236,100,2691,204,209,275133.0,124.0,1356,não,Sim,200.0,81.0016725988551,0.0826,0.5232,0.2048,0.0251,0.1667,0.7943,0.0398909022440628,0.0398909022440628,1.0,3.4299,1.5315,2.2201,0.7952,-0.2012,1.0,89,False,False,False,False,não,False,Sim
923,781,801.0,1045940,1045960,100,178,60,39,22761.0,135.0,1353,Não,Sim,70.0,75.7189385172673,0.816,0.555,1.0,0.0148,0.3333,0.5128,0.028632637999407747,0.11914696744042623,0.5,2.2504,1.301,1.301,0.0,-0.001,0.6574,120,False,False,False,False,não,False,Sim
924,365,374.0,-20,1084238,100,265,39,46,26849.0,119.0,1372,não,sim,40.0,67.17688478120832,0.5321,0.3599,0.1956,0.0066,0.2308,1.0,0.3585139886774527,0.3585139886774527,1.0,2.4232,0.9542,1.6628,0.8044,-0.2085,0.6781,88,False,False,False,False,não,False,Sim
925,-11,214.0,-20,1424367,100,6404,231,125,660910.0,124.0,1358,não,Sim,40.0,68.10285524115724,0.0604,0.4556,0.3931,0.1274,0.7489,0.544,-0.09587879253605538,-0.06365869280053865,0.0,3.8064,2.238,1.8325,-0.6069,-0.1937,1.0,38,False,False,True,False,Não,False,Não
926,1186,1193.0,238656,238667,100,60,-229,11,6863.0,132.0,1362,sim,não,120.0,88.47007736161814,0.2482,0.2208,0.6364,0.0051,0.7,1.0,-0.1676765541814765,-0.1676765541814765,1.0,1.7781,0.8451,1.0414,0.3636,-0.1064,0.1822,100,True,False,False,False,Não,False,Não
927,7,-186.0,375592,375611,100,199,12,19,20323.0,127.0,-214,Não,sim,200.0,84.52913591126371,0.0083,0.1272,0.6316,0.0071,1.0,1.0,0.11316356251935625,0.11316356251935625,1.0,2.2989,1.0792,1.2787,0.3684,-0.2021,0.3787,74,False,False,False,False,Não,False,Sim
928,837,850.0,231429,231443,100,155,13,14,16093.0,134.0,1687,não,Sim,200.0,68.30356803866017,0.9923,0.1484,0.9286,0.0077,1.0,1.0,0.4696572087703021,0.4696572087703021,1.0,2.1903,1.1139,1.1461,0.0714,-0.1889,0.3097,55,False,False,False,False,Não,True,Não
929,458,519.0,2871825,2871852,100,543,81,46,58157.0,119.0,1350,sim,não,70.0,68.11384918004542,0.6785,0.6703,0.4426,0.0452,0.7531,0.587,0.42450113991119665,0.700354673025134,0.0,2.7348,1.7853,1.4314,-0.5574,-0.1633,0.9999,93,False,False,False,False,não,False,Sim
930,344,355.0,1087102,113766,100,92,12,13,4690.0,71.0,-214,Sim,Não,300.0,101.02534046543602,0.5074,0.3566,0.8461,0.0081,0.9167,1.0,-0.1665598580079595,-0.1665598580079595,1.0,1.9638,1.0414,1.1139,0.1539,-0.6017,0.257,29,False,False,False,False,Não,False,Sim
931,54,76.0,1810277,1810283,100,78,22,10,8246.0,117.0,1356,Sim,não,70.0,84.64625205678051,0.0796,0.4091,0.2727,0.0162,1.0,0.6,1.5643471208321769,0.564347120832177,0.0,1.8921,1.3424,0.7782,-0.7273,-0.1741,0.2432,95,False,y,False,False,não,False,Não
932,213,24.0,1606244,304472,100,320,15,39,32705.0,125.0,1353,0,Sim,-154.0,92.09542319611262,0.0177,0.3162,0.3077,0.0089,0.8,1.0,0.20022606295368753,0.3710776472734021,1.0,2.5052,1.0792,1.5911,0.6923,-0.2015,0.7512,55,1,False,False,False,não,False,Não
933,619,628.0,-20,1126680,100,59,-229,8,6638.0,127.0,-214,Não,sim,60.0,94.92254853175415,0.73,0.1806,0.8889,0.0053,0.75,1.0,-0.6596417869860246,-0.6596417869860246,0.0,1.7708,0.9542,0.9031,-0.1111,-0.121,0.1773,95,False,False,False,False,Não,False,Sim
934,-11,217.0,2265307,2265372,100,6185,-229,158,640970.0,,-214,não,sim,40.0,70.71829447580954,0.0574,0.4654,0.3652,0.1311,0.5687,0.4114,0.1320043350159997,1.1320043350159996,0.0,3.7913,2.2504,1.8129,-0.6348,-0.1904,1.0,41,False,False,True,False,não,False,Não
935,71,-186.0,2394841,2394907,100,624,72,67,61079.0,118.0,1356,Sim,Não,70.0,97.42758933994926,0.1047,0.6061,0.3636,0.0177,0.3333,0.9851,-0.15061626730578334,-0.15061626730578334,1.0,2.7952,1.3802,1.8195,0.6364,-0.2353,0.9998,85,False,False,False,False,não,False,Sim
936,-11,1378.0,929571,929600,100,-206,14,34,21556.0,,-214,não,sim,40.0,69.22181634849127,0.013,0.2931,0.3448,0.0072,0.7143,0.8529,0.2424682433941857,0.43309693058124143,1.0,2.3117,1.0,1.4624,0.6552,-0.1785,0.4796,92,False,False,False,False,Não,False,Sim
937,17,23.0,2433462,2433491,100,122,16,29,14032.0,127.0,1352,Não,sim,40.0,87.29200446328875,0.0251,0.2988,0.2069,0.0044,0.375,1.0,0.21250693418980598,0.21250693418980598,1.0,2.0864,0.7782,1.4624,0.7931,-0.1014,0.2984,107,False,False,False,False,não,True,Não
938,0,12.0,-20,645992,100,309,13,59,27035.0,117.0,1353,Não,Sim,70.0,78.84019791509351,0.0,0.5636,0.2034,0.0089,0.9231,1.0,0.07314021413135964,0.07314021413135964,1.0,2.49,1.0792,1.7708,0.7966,-0.3165,0.9373,36,False,False,False,False,não,False,Sim
