ORDEM,QUANTIDADE,PRECOINDIVIDUAL,VENDAS,DATAPEDIDO,STATUS,LINHAPRODUTOS,CODIGOPRODUTO,PAIS
10246,22,"98,18","2159,96",5/5/2004,Shipped,Trucks and Buses,S18_2319,Spain
10259,34,"99,41","3379,94",6/15/2004,Shipped,Trucks and Buses,S18_2319,Singapore
10271,50,100,"5093,5",7/20/2004,Shipped,Trucks and Buses,S18_2319,USA
10281,48,100,"5773,44",8/19/2004,Shipped,Trucks and Buses,S18_2319,USA
10292,41,100,"4528,86",9/8/2004,Shipped,Trucks and Buses,S18_2319,USA
10305,36,100,"4816,08",10/13/2004,Shipped,Trucks and Buses,S18_2319,USA
10313,29,100,"3416,78",10/22/2004,Shipped,Trucks and Buses,S18_2319,Canada
10324,33,"37,48","1236,84",11/5/2004,Shipped,Trucks and Buses,S18_2319,USA
10334,46,100,"5814,86",11/19/2004,On Hold,Trucks and Buses,S18_2319,Sweden
10349,38,100,"5223,48",12/1/2004,Shipped,Trucks and Buses,S18_2319,USA
10358,20,"36,42","728,4",12/10/2004,Shipped,Trucks and Buses,S18_2319,Spain
10370,22,100,3949,1/20/2005,Shipped,Trucks and Buses,S18_2319,Australia
10383,27,100,"3843,99",2/22/2005,Shipped,Trucks and Buses,S18_2319,Spain
10412,56,"98,18","5498,08",5/3/2005,Shipped,Trucks and Buses,S18_2319,Spain
10425,38,"99,41","3777,58",5/31/2005,In Process,Trucks and Buses,S18_2319,France
10101,25,100,3782,1/9/2003,Shipped,Vintage Cars,S18_2325,Germany
10110,33,100,"3859,68",3/18/2003,Shipped,Vintage Cars,S18_2325,UK
10124,42,100,"4431,84",5/21/2003,Shipped,Vintage Cars,S18_2325,USA
10149,33,100,"4950,33",9/12/2003,Shipped,Vintage Cars,S18_2325,USA
10162,38,100,"4299,7",10/18/2003,Shipped,Vintage Cars,S18_2325,USA
10173,31,100,"4492,83",11/5/2003,Shipped,Vintage Cars,S18_2325,Italy
10182,20,100,2212,11/12/2003,Shipped,Vintage Cars,S18_2325,USA
10193,44,100,"4642,88",11/21/2003,Shipped,Vintage Cars,S18_2325,Australia
10204,26,100,"3206,32",12/2/2003,Shipped,Vintage Cars,S18_2325,USA
10214,27,100,"3604,23",1/26/2004,Shipped,Vintage Cars,S18_2325,Spain
10227,46,100,"7017,76",3/2/2004,Shipped,Vintage Cars,S18_2325,France
10243,47,100,"6154,18",4/26/2004,Shipped,Vintage Cars,S18_2325,USA
10280,37,100,"4750,8",8/17/2004,Shipped,Vintage Cars,S18_2325,Italy
10288,31,100,"3822,92",9/1/2004,Shipped,Vintage Cars,S18_2325,Singapore
10304,24,100,"2440,8",10/11/2004,Shipped,Vintage Cars,S18_2325,France
10312,31,100,"4729,36",10/21/2004,Shipped,Vintage Cars,S18_2325,USA
10322,50,100,"12536,5",11/4/2004,Shipped,Vintage Cars,S18_2325,USA
10332,35,"64,69","2264,15",11/17/2004,Shipped,Vintage Cars,S18_2325,UK
10344,30,100,"3928,2",11/25/2004,Shipped,Vintage Cars,S18_2325,France
10356,29,100,"3630,22",12/9/2004,Shipped,Vintage Cars,S18_2325,France
10367,27,100,"4196,07",1/12/2005,Resolved,Vintage Cars,S18_2325,USA
10380,40,100,"4931,6",2/16/2005,Shipped,Vintage Cars,S18_2325,Spain
10390,31,"98,99","3068,69",3/4/2005,Shipped,Vintage Cars,S18_2325,USA
10409,6,100,"785,64",4/23/2005,Shipped,Vintage Cars,S18_2325,Singapore
10420,45,100,4977,5/29/2005,In Process,Vintage Cars,S18_2325,Australia
10103,22,"54,09","1189,98",1/29/2003,Shipped,Trucks and Buses,S18_2432,Norway
10114,45,"68,67","3090,15",4/1/2003,Shipped,Trucks and Buses,S18_2432,France
10126,43,"65,02","2795,86",5/28/2003,Shipped,Trucks and Buses,S18_2432,Spain
10140,46,"61,99","2851,54",7/24/2003,Shipped,Trucks and Buses,S18_2432,USA
10151,39,"69,28","2701,92",9/21/2003,Shipped,Trucks and Buses,S18_2432,Finland
10165,31,"71,1","2204,1",10/22/2003,Shipped,Trucks and Buses,S18_2432,Singapore
10175,41,"69,28","2840,48",11/6/2003,Shipped,Trucks and Buses,S18_2432,UK
10184,44,"60,16","2647,04",11/14/2003,Shipped,Trucks and Buses,S18_2432,Spain
10194,45,"70,49","3172,05",11/25/2003,Shipped,Trucks and Buses,S18_2432,France
10207,37,"69,89","2585,93",12/9/2003,Shipped,Trucks and Buses,S18_2432,USA
10217,35,"61,38","2148,3",2/4/2004,Shipped,Trucks and Buses,S18_2432,Singapore
10229,28,"59,55","1667,4",3/11/2004,Shipped,Trucks and Buses,S18_2432,USA
10246,30,"61,99","1859,7",5/5/2004,Shipped,Trucks and Buses,S18_2432,Spain
10259,30,"49,22","1476,6",6/15/2004,Shipped,Trucks and Buses,S18_2432,Singapore
10271,25,"69,28",1732,7/20/2004,Shipped,Trucks and Buses,S18_2432,USA
10281,29,"57,73","1674,17",8/19/2004,Shipped,Trucks and Buses,S18_2432,USA
10291,26,"57,73","1500,98",9/8/2004,Shipped,Trucks and Buses,S18_2432,Sweden
10305,41,"53,48","2192,68",10/13/2004,Shipped,Trucks and Buses,S18_2432,USA
10313,34,"52,87","1797,58",10/22/2004,Shipped,Trucks and Buses,S18_2432,Canada
10322,35,"61,21","2142,35",11/4/2004,Shipped,Trucks and Buses,S18_2432,USA
10334,34,"61,38","2086,92",11/19/2004,On Hold,Trucks and Buses,S18_2432,Sweden
10347,50,100,"6834,5",11/29/2004,Shipped,Trucks and Buses,S18_2432,Australia
10357,41,"61,99","2541,59",12/10/2004,Shipped,Trucks and Buses,S18_2432,USA
10370,22,"96,86","2130,92",1/20/2005,Shipped,Trucks and Buses,S18_2432,Australia
10381,35,"48,62","1701,7",2/17/2005,Shipped,Trucks and Buses,S18_2432,USA
10391,44,"38,5",1694,3/9/2005,Shipped,Trucks and Buses,S18_2432,Australia
10412,47,"61,99","2913,53",5/3/2005,Shipped,Trucks and Buses,S18_2432,Spain
10425,19,"49,22","935,18",5/31/2005,In Process,Trucks and Buses,S18_2432,France
10106,34,"90,39","3073,26",2/17/2003,Shipped,Planes,S18_2581,Italy
10120,29,"71,81","2082,49",4/29/2003,Shipped,Planes,S18_2581,Australia
10133,49,"69,27","3394,23",6/27/2003,Shipped,Planes,S18_2581,Spain
10145,30,"85,32","2559,6",8/25/2003,Shipped,Planes,S18_2581,USA
10168,21,"70,96","1490,16",10/28/2003,Shipped,Planes,S18_2581,USA
10210,50,"76,88",3844,1/12/2004,Shipped,Planes,S18_2581,Japan
10223,47,100,"4724,91",2/20/2004,Shipped,Planes,S18_2581,Australia
10235,24,"76,03","1824,72",4/2/2004,Shipped,Planes,S18_2581,Canada
10250,27,"98,84","2668,68",5/11/2004,Shipped,Planes,S18_2581,USA
10263,33,"86,17","2843,61",6/28/2004,Shipped,Planes,S18_2581,USA
10275,35,"90,39","3163,65",7/23/2004,Shipped,Planes,S18_2581,France
10284,31,"71,81","2226,11",8/21/2004,Shipped,Planes,S18_2581,Norway
10297,25,"82,79","2069,75",9/16/2004,Shipped,Planes,S18_2581,Ireland
10308,27,"82,79","2235,33",10/15/2004,Shipped,Planes,S18_2581,USA
10318,31,100,"3116,43",11/2/2004,Shipped,Planes,S18_2581,USA
10327,45,100,"4781,7",11/10/2004,Resolved,Planes,S18_2581,Denmark
10339,27,100,"2810,7",11/23/2004,Shipped,Planes,S18_2581,Japan
10353,27,100,"3515,67",12/4/2004,Shipped,Planes,S18_2581,USA
10374,42,"69,27","2909,34",2/2/2005,Shipped,Planes,S18_2581,Australia
10386,21,"74,77","1570,17",3/1/2005,Resolved,Planes,S18_2581,Spain
10398,34,"76,88","2613,92",3/30/2005,Shipped,Planes,S18_2581,France
10401,42,"76,03","3193,26",4/3/2005,On Hold,Planes,S18_2581,USA
10416,15,"98,84","1482,6",5/10/2005,Shipped,Planes,S18_2581,Italy
10107,29,"70,87","2055,23",2/24/2003,Shipped,Motorcycles,S18_2625,USA
10120,46,"58,15","2674,9",4/29/2003,Shipped,Motorcycles,S18_2625,Australia
10134,30,"61,78","1853,4",7/1/2003,Shipped,Motorcycles,S18_2625,France
10145,30,"49,67","1490,1",8/25/2003,Shipped,Motorcycles,S18_2625,USA
10159,42,"51,48","2162,16",10/10/2003,Shipped,Motorcycles,S18_2625,USA
10168,46,"61,18","2814,28",10/28/2003,Shipped,Motorcycles,S18_2625,USA
10180,25,"64,2",1605,11/11/2003,Shipped,Motorcycles,S18_2625,France
10188,32,"65,42","2093,44",11/18/2003,Shipped,Motorcycles,S18_2625,Norway
10201,30,"64,81","1944,3",12/1/2003,Shipped,Motorcycles,S18_2625,USA
10210,40,"49,67","1986,8",1/12/2004,Shipped,Motorcycles,S18_2625,Japan
10223,28,"60,57","1695,96",2/20/2004,Shipped,Motorcycles,S18_2625,Australia
10236,23,"55,72","1281,56",4/3/2004,Shipped,Motorcycles,S18_2625,USA
10251,29,"61,18","1774,22",5/18/2004,Shipped,Motorcycles,S18_2625,USA
10263,34,"58,75","1997,5",6/28/2004,Shipped,Motorcycles,S18_2625,USA
10275,37,"63,6","2353,2",7/23/2004,Shipped,Motorcycles,S18_2625,France
10285,20,"49,06","981,2",8/27/2004,Shipped,Motorcycles,S18_2625,USA
10298,32,"48,46","1550,72",9/27/2004,Shipped,Motorcycles,S18_2625,France
10308,34,"52,09","1771,06",10/15/2004,Shipped,Motorcycles,S18_2625,USA
10318,42,"52,7","2213,4",11/2/2004,Shipped,Motorcycles,S18_2625,USA
10329,38,100,"5266,04",11/15/2004,Shipped,Motorcycles,S18_2625,USA
10339,30,"62,16","1864,8",11/23/2004,Shipped,Motorcycles,S18_2625,Japan
10362,23,"49,67","1142,41",1/5/2005,Shipped,Motorcycles,S18_2625,USA
10374,22,"53,3","1172,6",2/2/2005,Shipped,Motorcycles,S18_2625,Australia
10389,39,100,6981,3/3/2005,Shipped,Motorcycles,S18_2625,Sweden
10402,55,"55,72","3064,6",4/7/2005,Shipped,Motorcycles,S18_2625,France
10417,36,"61,18","2202,48",5/13/2005,Disputed,Motorcycles,S18_2625,Spain
10101,26,100,"3773,38",1/9/2003,Shipped,Vintage Cars,S18_2795,Germany
10110,31,100,"5074,39",3/18/2003,Shipped,Vintage Cars,S18_2795,UK
10125,34,100,"6483,46",5/21/2003,Shipped,Vintage Cars,S18_2795,Australia
10139,41,100,"7956,46",7/16/2003,Shipped,Vintage Cars,S18_2795,Australia
10149,23,100,"4230,62",9/12/2003,Shipped,Vintage Cars,S18_2795,USA
10162,48,100,"7209,12",10/18/2003,Shipped,Vintage Cars,S18_2795,USA
10173,22,100,"3452,68",11/5/2003,Shipped,Vintage Cars,S18_2795,Italy
10182,21,100,"3047,73",11/12/2003,Shipped,Vintage Cars,S18_2795,USA
10193,22,100,"3675,32",11/21/2003,Shipped,Vintage Cars,S18_2795,Australia
10205,40,100,"7492,4",12/3/2003,Shipped,Vintage Cars,S18_2795,Spain
10214,50,100,"9534,5",1/26/2004,Shipped,Vintage Cars,S18_2795,Spain
10227,29,100,"5579,02",3/2/2004,Shipped,Vintage Cars,S18_2795,France
10244,43,100,"5950,34",4/29/2004,Shipped,Vintage Cars,S18_2795,Spain
10255,24,100,3726,6/4/2004,Shipped,Vintage Cars,S18_2795,France
10280,22,100,4455,8/17/2004,Shipped,Vintage Cars,S18_2795,Italy
10289,43,100,"8272,34",9/3/2004,Shipped,Vintage Cars,S18_2795,Norway
10304,20,100,"3577,6",10/11/2004,Shipped,Vintage Cars,S18_2795,France
10312,25,100,"3881,25",10/21/2004,Shipped,Vintage Cars,S18_2795,USA
10322,36,100,"5797,44",11/4/2004,Shipped,Vintage Cars,S18_2795,USA
10332,24,"52,67","1264,08",11/17/2004,Shipped,Vintage Cars,S18_2795,UK
10347,21,100,"4815,3",11/29/2004,Shipped,Vintage Cars,S18_2795,Australia
10356,30,100,"4462,2",12/9/2004,Shipped,Vintage Cars,S18_2795,France
10367,32,"94,79","3033,28",1/12/2005,Resolved,Vintage Cars,S18_2795,USA
10380,21,"47,18","990,78",2/16/2005,Shipped,Vintage Cars,S18_2795,Spain
10390,26,"78,11","2030,86",3/4/2005,Shipped,Vintage Cars,S18_2795,USA
10421,35,100,"5433,75",5/29/2005,In Process,Vintage Cars,S18_2795,USA
10109,26,100,"3157,44",3/10/2003,Shipped,Classic Cars,S18_2870,USA
10123,46,100,"5161,2",5/20/2003,Shipped,Classic Cars,S18_2870,France
10137,37,100,"4346,76",7/10/2003,Shipped,Classic Cars,S18_2870,France
10148,27,100,"3528,36",9/11/2003,Shipped,Classic Cars,S18_2870,Australia
10161,23,100,"3187,8",10/17/2003,Shipped,Classic Cars,S18_2870,Denmark
10172,39,100,"6023,16",11/5/2003,Shipped,Classic Cars,S18_2870,USA
10181,27,100,"3884,76",11/12/2003,Shipped,Classic Cars,S18_2870,Norway
10192,38,100,"4965,84",11/20/2003,Shipped,Classic Cars,S18_2870,USA
10204,27,100,"4169,88",12/2/2003,Shipped,Classic Cars,S18_2870,USA
10212,40,100,"4910,4",1/16/2004,Shipped,Classic Cars,S18_2870,Spain
10226,24,100,"3231,36",2/26/2004,Shipped,Classic Cars,S18_2870,USA
10241,44,100,"6853,44",4/13/2004,Shipped,Classic Cars,S18_2870,France
10253,37,100,"5177,04",6/1/2004,Cancelled,Classic Cars,S18_2870,UK
10266,20,100,"2824,8",7/6/2004,Shipped,Classic Cars,S18_2870,Italy
10278,39,100,"4324,32",8/6/2004,Shipped,Classic Cars,S18_2870,USA
10287,44,100,"5052,96",8/30/2004,Shipped,Classic Cars,S18_2870,Switzerland
10301,22,100,"3223,44",10/5/2003,Shipped,Classic Cars,S18_2870,Norway
10311,43,100,"5278,68",10/16/2004,Shipped,Classic Cars,S18_2870,Spain
10321,27,100,"2851,2",11/4/2004,Shipped,Classic Cars,S18_2870,USA
10331,26,"64,9","1687,4",11/17/2004,Shipped,Classic Cars,S18_2870,USA
10343,25,"52,32",1308,11/24/2004,Shipped,Classic Cars,S18_2870,France
10366,49,100,"6144,6",1/10/2005,Shipped,Classic Cars,S18_2870,Belgium
10379,29,100,"5127,2",2/10/2005,Shipped,Classic Cars,S18_2870,Spain
10407,41,100,"6386,16",4/22/2005,On Hold,Classic Cars,S18_2870,USA
10419,55,100,"7695,6",5/17/2005,Shipped,Classic Cars,S18_2870,Austria
10103,27,"83,07","2242,89",1/29/2003,Shipped,Vintage Cars,S18_2949,Norway
10112,23,100,"2539,89",3/24/2003,Shipped,Vintage Cars,S18_2949,Sweden
10126,31,"90,17","2795,27",5/28/2003,Shipped,Vintage Cars,S18_2949,Spain
10139,46,100,"5545,76",7/16/2003,Shipped,Vintage Cars,S18_2949,Australia
10150,47,"91,18","4285,46",9/19/2003,Shipped,Vintage Cars,S18_2949,Singapore
10163,31,100,"3329,09",10/20/2003,Shipped,Vintage Cars,S18_2949,USA
10174,46,100,"5592,22",11/6/2003,Shipped,Vintage Cars,S18_2949,Australia
10183,37,"89,15","3298,55",11/13/2003,Shipped,Vintage Cars,S18_2949,USA
10193,28,"93,21","2609,88",11/21/2003,Shipped,Vintage Cars,S18_2949,Australia
10206,37,"90,17","3336,29",12/5/2003,Shipped,Vintage Cars,S18_2949,Canada
10215,49,100,"5510,05",1/29/2004,Shipped,Vintage Cars,S18_2949,USA
10228,24,100,"2504,4",3/10/2004,Shipped,Vintage Cars,S18_2949,USA
10244,30,100,"3525,6",4/29/2004,Shipped,Vintage Cars,S18_2949,Spain
10257,50,"88,14",4407,6/14/2004,Shipped,Vintage Cars,S18_2949,USA
10270,31,"96,24","2983,44",7/19/2004,Shipped,Vintage Cars,S18_2949,Australia
10280,46,100,"5126,24",8/17/2004,Shipped,Vintage Cars,S18_2949,Italy
10291,47,100,"5713,79",9/8/2004,Shipped,Vintage Cars,S18_2949,Sweden
10304,46,100,"4613,8",10/11/2004,Shipped,Vintage Cars,S18_2949,France
10312,37,100,"3711,1",10/21/2004,Shipped,Vintage Cars,S18_2949,USA
10322,33,100,"3524,73",11/4/2004,Shipped,Vintage Cars,S18_2949,USA
10333,31,"90,17","2795,27",11/18/2004,Shipped,Vintage Cars,S18_2949,USA
10347,48,100,"4814,4",11/29/2004,Shipped,Vintage Cars,S18_2949,Australia
10357,41,"87,13","3572,33",12/10/2004,Shipped,Vintage Cars,S18_2949,USA
10369,42,100,"4581,36",1/20/2005,Shipped,Vintage Cars,S18_2949,USA
10381,41,100,"4319,76",2/17/2005,Shipped,Vintage Cars,S18_2949,USA
10391,32,"45,25",1448,3/9/2005,Shipped,Vintage Cars,S18_2949,Australia
10423,10,"88,14","881,4",5/30/2005,In Process,Vintage Cars,S18_2949,Belgium
10103,35,"57,46","2011,1",1/29/2003,Shipped,Vintage Cars,S18_2957,Norway
10111,28,"64,33","1801,24",3/25/2003,Shipped,Vintage Cars,S18_2957,USA
10126,46,"73,7","3390,2",5/28/2003,Shipped,Vintage Cars,S18_2957,Spain
10139,20,"71,2",1424,7/16/2003,Shipped,Vintage Cars,S18_2957,Australia
10150,30,"49,97","1499,1",9/19/2003,Shipped,Vintage Cars,S18_2957,Singapore
10163,48,"69,96","3358,08",10/20/2003,Shipped,Vintage Cars,S18_2957,USA
10173,28,"53,72","1504,16",11/5/2003,Shipped,Vintage Cars,S18_2957,Italy
10183,39,"68,08","2655,12",11/13/2003,Shipped,Vintage Cars,S18_2957,USA
10193,24,"51,84","1244,16",11/21/2003,Shipped,Vintage Cars,S18_2957,Australia
10206,28,"67,46","1888,88",12/5/2003,Shipped,Vintage Cars,S18_2957,Canada
10215,31,"58,71","1820,01",1/29/2004,Shipped,Vintage Cars,S18_2957,USA
10228,45,"63,71","2866,95",3/10/2004,Shipped,Vintage Cars,S18_2957,USA
10244,24,"58,09","1394,16",4/29/2004,Shipped,Vintage Cars,S18_2957,Spain
10257,49,"53,72","2632,28",6/14/2004,Shipped,Vintage Cars,S18_2957,USA
10269,32,"63,08","2018,56",7/16/2004,Shipped,Vintage Cars,S18_2957,Austria
10280,43,"68,71","2954,53",8/17/2004,Shipped,Vintage Cars,S18_2957,Italy
10291,37,"50,59","1871,83",9/8/2004,Shipped,Vintage Cars,S18_2957,Sweden
10304,24,"64,96","1559,04",10/11/2004,Shipped,Vintage Cars,S18_2957,France
10312,35,"53,72","1880,2",10/21/2004,Shipped,Vintage Cars,S18_2957,USA
10322,41,"29,87","1224,67",11/4/2004,Shipped,Vintage Cars,S18_2957,USA
10332,26,100,"2979,08",11/17/2004,Shipped,Vintage Cars,S18_2957,UK
10347,34,"64,96","2208,64",11/29/2004,Shipped,Vintage Cars,S18_2957,Australia
10357,49,"70,58","3458,42",12/10/2004,Shipped,Vintage Cars,S18_2957,USA
10369,28,"44,21","1237,88",1/20/2005,Shipped,Vintage Cars,S18_2957,USA
10381,40,"68,08","2723,2",2/17/2005,Shipped,Vintage Cars,S18_2957,USA
10392,37,"59,96","2218,52",3/10/2005,Shipped,Vintage Cars,S18_2957,Austria
10423,31,"53,72","1665,32",5/30/2005,In Process,Vintage Cars,S18_2957,Belgium
10106,41,"83,44","3421,04",2/17/2003,Shipped,Ships,S18_3029,Italy
10119,21,"89,46","1878,66",4/28/2003,Shipped,Ships,S18_3029,Austria
10130,40,"96,34","3853,6",6/16/2003,Shipped,Ships,S18_3029,USA
10143,46,"74,84","3442,64",8/10/2003,Shipped,Ships,S18_3029,USA
10155,44,"79,14","3482,16",10/6/2003,Shipped,Ships,S18_3029,Finland
10167,46,"73,12","3363,52",10/23/2003,Cancelled,Ships,S18_3029,Sweden
10178,41,"81,72","3350,52",11/8/2003,Shipped,Ships,S18_3029,France
10186,32,"89,46","2862,72",11/14/2003,Shipped,Ships,S18_3029,UK
10197,46,"87,74","4036,04",11/26/2003,Shipped,Ships,S18_3029,Spain
10209,28,100,"2817,92",1/9/2004,Shipped,Ships,S18_3029,USA
10222,49,"94,62","4636,38",2/19/2004,Shipped,Ships,S18_3029,USA
10248,21,"73,98","1553,58",5/7/2004,Cancelled,Ships,S18_3029,USA
10262,32,"84,3","2697,6",6/24/2004,Cancelled,Ships,S18_3029,Spain
10273,34,"98,06","3334,04",7/21/2004,Shipped,Ships,S18_3029,Belgium
10283,21,"98,06","2059,26",8/20/2004,Shipped,Ships,S18_3029,Canada
10296,21,"96,34","2023,14",9/15/2004,Shipped,Ships,S18_3029,Germany
10307,31,"83,44","2586,64",10/14/2004,Shipped,Ships,S18_3029,USA
10316,21,"94,62","1987,02",11/1/2004,Shipped,Ships,S18_3029,UK
10327,25,"45,86","1146,5",11/10/2004,Resolved,Ships,S18_3029,Denmark
10338,28,"82,58","2312,24",11/22/2004,Shipped,Ships,S18_3029,Belgium
10350,43,"64,97","2793,71",12/2/2004,Shipped,Ships,S18_3029,Spain
10373,22,"86,74","1908,28",1/31/2005,Shipped,Ships,S18_3029,Finland
10386,37,"93,01","3441,37",3/1/2005,Resolved,Ships,S18_3029,Spain
10398,28,"72,26","2023,28",3/30/2005,Shipped,Ships,S18_3029,France
10400,30,"74,84","2245,2",4/1/2005,Shipped,Ships,S18_3029,USA
10414,44,"73,98","3255,12",5/6/2005,On Hold,Ships,S18_3029,USA
10103,25,100,"2539,5",1/29/2003,Shipped,Vintage Cars,S18_3136,Norway
10111,43,100,"4818,15",3/25/2003,Shipped,Vintage Cars,S18_3136,USA
10126,30,"97,39","2921,7",5/28/2003,Shipped,Vintage Cars,S18_3136,Spain
10139,20,"90,06","1801,2",7/16/2003,Shipped,Vintage Cars,S18_3136,Australia
10150,26,100,"2804,36",9/19/2003,Shipped,Vintage Cars,S18_3136,Singapore
10163,40,100,"4900,8",10/20/2003,Shipped,Vintage Cars,S18_3136,USA
10173,31,"89,01","2759,31",11/5/2003,Shipped,Vintage Cars,S18_3136,Italy
10183,22,100,"2488,2",11/13/2003,Shipped,Vintage Cars,S18_3136,USA
10193,23,100,"2769,89",11/21/2003,Shipped,Vintage Cars,S18_3136,Australia
10206,30,100,"3581,4",12/5/2003,Shipped,Vintage Cars,S18_3136,Canada
10215,49,100,"5285,14",1/29/2004,Shipped,Vintage Cars,S18_3136,USA
10228,31,100,"3181,53",3/10/2004,Shipped,Vintage Cars,S18_3136,USA
10244,29,100,"3340,51",4/29/2004,Shipped,Vintage Cars,S18_3136,Spain
10257,37,"84,82","3138,34",6/14/2004,Shipped,Vintage Cars,S18_3136,USA
10270,38,100,"4775,08",7/19/2004,Shipped,Vintage Cars,S18_3136,Australia
10280,29,100,"3006,43",8/17/2004,Shipped,Vintage Cars,S18_3136,Italy
10291,23,100,"2866,26",9/8/2004,Shipped,Vintage Cars,S18_3136,Sweden
10304,26,"85,87","2232,62",10/11/2004,Shipped,Vintage Cars,S18_3136,France
10312,38,100,"4457,02",10/21/2004,Shipped,Vintage Cars,S18_3136,USA
10322,48,"47,04","2257,92",11/4/2004,Shipped,Vintage Cars,S18_3136,USA
10332,40,"39,8",1592,11/17/2004,Shipped,Vintage Cars,S18_3136,UK
10347,45,100,"4948,2",11/29/2004,Shipped,Vintage Cars,S18_3136,Australia
10357,44,100,"5160,76",12/10/2004,Shipped,Vintage Cars,S18_3136,USA
10369,21,"94,22","1978,62",1/20/2005,Shipped,Vintage Cars,S18_3136,USA
10381,35,100,"4288,2",2/17/2005,Shipped,Vintage Cars,S18_3136,USA
10392,29,"86,92","2520,68",3/10/2005,Shipped,Vintage Cars,S18_3136,Austria
10423,21,"84,82","1781,22",5/30/2005,In Process,Vintage Cars,S18_3136,Belgium
10105,22,100,"3065,04",2/11/2003,Shipped,Vintage Cars,S18_3140,Denmark
10117,26,100,"3551,34",4/16/2003,Shipped,Vintage Cars,S18_3140,Singapore
10128,41,100,"5544,02",6/6/2003,Shipped,Vintage Cars,S18_3140,Spain
10142,47,100,"6034,33",8/8/2003,Shipped,Vintage Cars,S18_3140,USA
10153,31,100,"3641,57",9/28/2003,Shipped,Vintage Cars,S18_3140,Spain
10166,43,100,"6930,74",10/21/2003,Shipped,Vintage Cars,S18_3140,USA
10177,23,100,"3675,63",11/7/2003,Shipped,Vintage Cars,S18_3140,Spain
10185,28,100,"3442,04",11/14/2003,Shipped,Vintage Cars,S18_3140,USA
10196,49,100,"6893,81",11/26/2003,Shipped,Vintage Cars,S18_3140,USA
10208,24,100,"2622,48",1/2/2004,Shipped,Vintage Cars,S18_3140,France
10221,33,100,"4417,38",2/18/2004,Shipped,Vintage Cars,S18_3140,Belgium
10232,22,100,"3606,02",3/20/2004,Shipped,Vintage Cars,S18_3140,UK
10248,32,100,"3802,56",5/7/2004,Cancelled,Vintage Cars,S18_3140,USA
10273,40,100,"5026,4",7/21/2004,Shipped,Vintage Cars,S18_3140,Belgium
10282,43,100,"6695,53",8/20/2004,Shipped,Vintage Cars,S18_3140,USA
10293,24,100,"2819,28",9/9/2004,Shipped,Vintage Cars,S18_3140,Italy
10306,32,100,"3759,04",10/14/2004,Shipped,Vintage Cars,S18_3140,UK
10314,20,100,"2731,8",10/22/2004,Shipped,Vintage Cars,S18_3140,Denmark
10325,24,"69,12","1658,88",11/5/2004,Shipped,Vintage Cars,S18_3140,Norway
10336,48,100,"5778,24",11/20/2004,Shipped,Vintage Cars,S18_3140,France
10350,44,100,"5191,12",12/2/2004,Shipped,Vintage Cars,S18_3140,Spain
10372,28,100,"3862,88",1/26/2005,Shipped,Vintage Cars,S18_3140,Japan
10383,24,"61,52","1476,48",2/22/2005,Shipped,Vintage Cars,S18_3140,Spain
10396,33,100,"5273,73",3/23/2005,Shipped,Vintage Cars,S18_3140,USA
10414,41,100,"4872,03",5/6/2005,On Hold,Vintage Cars,S18_3140,USA
10104,23,100,"4556,99",1/31/2003,Shipped,Classic Cars,S18_3232,Spain
10109,46,100,8257,3/10/2003,Shipped,Classic Cars,S18_3232,USA
10114,48,100,"8209,44",4/1/2003,Shipped,Classic Cars,S18_3232,France
10122,25,100,"3598,5",5/8/2003,Shipped,Classic Cars,S18_3232,France
10127,22,100,"3837,24",6/3/2003,Shipped,Classic Cars,S18_3232,USA
10136,41,100,"8331,61",7/4/2003,Shipped,Classic Cars,S18_3232,France
10141,34,100,"4836,5",8/1/2003,Shipped,Classic Cars,S18_3232,Finland
10148,32,100,"5418,88",9/11/2003,Shipped,Classic Cars,S18_3232,Australia
10151,21,100,"3734,01",9/21/2003,Shipped,Classic Cars,S18_3232,Finland
10160,20,100,"3996,4",10/11/2003,Shipped,Classic Cars,S18_3232,USA
10165,47,100,"8754,69",10/22/2003,Shipped,Classic Cars,S18_3232,Singapore
10171,39,100,"5481,45",11/5/2003,Shipped,Classic Cars,S18_3232,Canada
10175,29,100,"4419,89",11/6/2003,Shipped,Classic Cars,S18_3232,UK
10181,45,100,"6324,75",11/12/2003,Shipped,Classic Cars,S18_3232,Norway
10184,28,100,"4409,72",11/14/2003,Shipped,Classic Cars,S18_3232,Spain
10192,26,100,"3918,46",11/20/2003,Shipped,Classic Cars,S18_3232,USA
10195,50,100,"7620,5",11/25/2003,Shipped,Classic Cars,S18_3232,USA
10203,48,100,"8291,04",12/2/2003,Shipped,Classic Cars,S18_3232,Spain
10207,25,100,"3937,25",12/9/2003,Shipped,Classic Cars,S18_3232,USA
10212,40,100,"5554,4",1/16/2004,Shipped,Classic Cars,S18_3232,Spain
10225,43,100,"6407,86",2/22/2004,Shipped,Classic Cars,S18_3232,Switzerland
10229,22,100,"4172,52",3/11/2004,Shipped,Classic Cars,S18_3232,USA
10239,47,100,"7083,37",4/12/2004,Shipped,Classic Cars,S18_3232,Finland
10246,36,100,"7132,68",5/5/2004,Shipped,Classic Cars,S18_3232,Spain
10253,40,100,"6773,6",6/1/2004,Cancelled,Classic Cars,S18_3232,UK
10259,27,100,"3657,69",6/15/2004,Shipped,Classic Cars,S18_3232,Singapore
